0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0.3905516,0.72829705,0.0,0.0,0.0,0.86195624,1.0036288,0.0,0.0,0.0,0.5503234,0.0,0.0,0.0,0.0,0.0,0.0,0.34321955,0.0,1.0549619,0.36834767,0.056990165,0.45838052,1.0491682,0.68535954,0.0,0.0,0.43563747,0.0,0.0,0.0,0.6082583,0.0,0.6956896,0.31984442,0.0,0.47650623,0.0,0.49346682,0.0,0.56167793,0.18661612,0.30731884,0.74435467,0.5140361,0.0,0.05230303,0.7768761,0.8720539,0.1339955,0.0,0.0,0.7807313,0.0,0.0,0.0,0.0,0.0,0.39225593,0.0,0.5358201,0.0,0.0,0.345375,0.75598216,0.23476085,0.8628988,0.0,0.0,0.0,0.17283931,0.0,0.5476431,0.6055015,0.52586925,0.33297706,0.0,0.279071,0.0,0.0,0.57266825,1.044784,0.39602485,0.5962407,0.13499759,0.0,0.11863962,0.0,1.2590135,0.8797271,0.0,0.56130266,0.0,0.0,0.0,0.46613535,0.57058936,0.0,0.0,0.7357129,0.0,0.0,0.033074014,0.0,0.0,0.4189052,0.2744691,0.65609187,0.2181248,0.9075989,0.36377886,0.0,0.2727884,0.0,0.17815538,0.0,0.58020324,0.0,0.044313665,0.0,0.0,0.5623765,0.0,0.74736005,0.0,0.0,0.0,0.64190954
0.43673545,0.32087559,0.0,0.0,0.10942919,0.6451547,0.7297765,0.0,0.0,0.0,0.18242325,0.0,0.0,0.0,0.0,0.0,0.0,0.34353134,0.0,1.0223635,0.36138055,0.16819182,0.32876933,0.6974417,0.4780071,0.0,0.0,0.13159695,0.0,0.0,0.0,0.36426544,0.0,0.51989263,0.2927435,0.0,0.49753493,0.0,0.44412062,0.090094574,0.4340985,0.16395089,0.09623165,0.40723094,0.3677994,0.0,0.0,0.62530214,0.5898337,0.16232036,0.0,0.0,0.5190528,0.028703533,0.0,0.08368933,0.0,0.0,0.2541449,0.0,0.22659509,0.0,0.0,0.16156976,0.55622387,0.25133586,0.4144858,0.0,0.0,0.0,0.30442804,0.0,0.23413804,0.35774133,0.49380335,0.37435758,0.0,0.21472639,0.0,0.0,0.25364807,0.9735127,0.21099557,0.51761043,0.097660325,0.0,0.0,0.0,1.0151579,0.7536211,0.0,0.4005403,0.038128585,0.0,0.0,0.3026726,0.3662072,0.0,0.0,0.45884964,0.0,0.0,0.05393088,0.0,0.0,0.14441958,0.13259676,0.38746414,0.083743095,0.7056159,0.1311787,0.0,0.30289477,0.0,0.28668132,0.0,0.37020856,0.0,0.06549019,0.0,0.0,0.49072617,0.0,0.47750866,0.0,0.0,0.0,0.44787574
0.44899663,0.4914494,0.0,0.0,0.105657466,0.7685256,0.96067905,0.0,0.0,0.0,0.35010445,0.0,0.0,0.0,0.0,0.0,0.0,0.3847051,0.0,1.1073688,0.5212579,0.09188353,0.36218742,0.83401376,0.58071405,0.0,0.0,0.26434672,0.0,0.0,0.0023359086,0.34028578,0.0,0.7911704,0.3862954,0.0,0.51981664,0.0,0.33179405,0.0,0.5965092,0.11885469,0.123018175,0.47325101,0.41825905,0.0,0.0,0.6066082,0.8362344,0.24614204,0.0,0.0,0.4647047,0.11357718,0.0,0.08805222,0.0,0.0,0.39414927,0.0,0.31713477,0.0,0.0,0.34166014,0.5664368,0.31799275,0.7644832,0.0,0.0,0.0,0.31263983,0.037161916,0.37292063,0.5810352,0.68521875,0.34548688,0.0,0.3101011,0.0,0.0,0.31922317,1.020556,0.28342143,0.43752035,0.046314515,0.0,0.0,0.0,1.263321,1.0519733,0.0,0.5547152,0.1359711,0.0,0.0,0.35789442,0.5791137,0.0,0.0,0.5883367,0.0,0.0,0.0,0.0,0.0,0.18919833,0.20037998,0.47778106,0.2970555,0.95477587,0.19325615,0.0,0.4388864,0.0,0.42824414,0.0,0.65450466,0.0,0.12093697,0.0,0.0,0.6431306,0.0,0.5484429,0.0,0.0,0.0,0.78805304
0.45637923,0.5870777,0.0,0.0,0.06637195,0.8029152,1.0950445,0.0,0.0,0.0,0.41887233,0.0,0.0,0.0,0.0,0.0,0.0,0.44548848,0.0,1.1354527,0.48442385,0.0,0.5300932,0.8376599,0.60071176,0.0,0.0,0.4109776,0.0,0.0,0.0,0.52285403,0.0,0.9643718,0.36501753,0.0,0.6634517,0.0,0.40480176,0.0,0.75511223,0.1746118,0.2985483,0.64858264,0.5413429,0.0,0.08932549,0.87570274,0.9205026,0.28816882,0.0,0.0,0.6342758,0.022565361,0.0,0.02614547,0.0,0.0,0.49163052,0.0,0.4665873,0.0,0.0,0.3077342,0.7668458,0.36894014,0.74525565,0.0,0.0,0.0,0.19511811,0.073257975,0.5639274,0.6519048,0.6802037,0.40273833,0.0,0.39494517,0.0,0.0,0.4846903,1.1253563,0.3425284,0.6377675,0.07512864,0.0,0.0,0.0,1.3332635,1.0933595,0.0,0.6460117,0.0,0.0,0.0,0.43940872,0.6487315,0.0,0.0,0.7622594,0.0,0.0,0.0,0.0,0.0,0.2941335,0.30828902,0.51582116,0.25637284,1.0050023,0.3640393,0.0,0.4592039,0.0,0.41243675,0.0,0.7782899,0.0,0.053724695,0.0,0.0,0.68688035,0.0,0.6689286,0.0,0.0,0.0,0.82175374
0.3849204,0.35386968,0.0,0.0,0.04307226,0.7871556,0.9509914,0.0,0.0,0.0,0.29683617,0.0,0.0,0.0,0.0,0.0,0.0,0.45601666,0.0,0.9584791,0.2738656,0.13821626,0.4491806,0.79208887,0.59182274,0.0,0.0,0.28004983,0.0,0.0,0.0,0.4283637,0.0,0.5064137,0.17551409,0.0,0.59501356,0.0,0.46088287,0.0,0.37857243,0.26007742,0.23132806,0.5336665,0.47875723,0.0,0.0,0.8326764,0.74690324,0.085785836,0.0,0.0,0.67650557,0.00512641,0.0,0.0,0.0,0.0,0.19687195,0.0,0.5057188,0.0,0.0,0.26386616,0.74448156,0.30720282,0.65789264,0.0,0.0,0.0,0.2615653,0.0,0.462886,0.58014077,0.50240964,0.45329267,0.0,0.42758992,0.0,0.0,0.37283388,1.127699,0.3764536,0.64463395,0.09242892,0.0,0.026783241,0.0,1.0664687,0.9879845,0.0,0.6020733,0.032754034,0.0,0.0,0.35836792,0.33855653,0.0,0.0,0.5708485,0.0,0.0,0.0,0.0,0.0,0.13315512,0.31659377,0.40398803,0.0,0.8844221,0.17931862,0.0,0.30918258,0.0,0.36375892,0.0,0.54860723,0.0,0.089715086,0.0,0.0,0.53503025,0.0,0.5477138,0.0,0.0,0.0,0.55687416
0.3496183,0.3265404,0.0,0.0,0.0,0.7855324,0.8281638,0.0,0.0,0.0,0.41194612,0.0,0.0,0.0,0.0,0.0,0.0,0.32012448,0.0,1.1551911,0.30294648,0.08819519,0.47649962,0.73844564,0.5546651,0.0,0.0,0.35576993,0.0,0.0,0.03412728,0.4203538,0.0,0.5876597,0.2276191,0.0,0.51391083,0.0,0.3308949,0.007883878,0.5204499,0.24531512,0.18432236,0.6065592,0.60592794,0.0,0.059770603,0.6889507,0.6809338,0.090053566,0.0,0.0,0.57063305,0.12826511,0.0,0.087254964,0.0,0.0,0.32213005,0.0,0.43101138,0.0,0.0,0.19234246,0.59341997,0.2883997,0.70964974,0.0,0.0,0.0,0.2934001,0.0,0.46700102,0.6165137,0.56105906,0.25213996,0.0,0.21717863,0.0,0.0,0.3513007,1.2018661,0.29011658,0.4888912,0.0,0.0,0.0,0.0065655136,1.0140805,0.8505886,0.0,0.48707032,0.0,0.0,0.0,0.21855831,0.34371895,0.0,0.0,0.5593349,0.0,0.0,0.0,0.0,0.0,0.14304689,0.3568567,0.3329095,0.0,0.9169302,0.26116744,0.0,0.32693565,0.0,0.15330291,0.0,0.48464313,0.0,0.16042875,0.0,0.0,0.5413877,0.0,0.56663513,0.0,0.0,0.0,0.5775355
0.5180122,0.3512584,0.0,0.0,0.26338327,0.58326644,0.6983053,0.0,0.0,0.0,0.028842345,0.0,0.0,0.0,0.0,0.0,0.0,0.4719137,0.0,0.7690546,0.3928461,0.095676884,0.2749916,0.72804594,0.41852552,0.0,0.0,0.040134568,0.0,0.0,0.044046782,0.33784297,0.0,0.69432414,0.13770862,0.0,0.45333567,0.0,0.54302037,0.13716987,0.37698993,0.16802996,0.087037094,0.22681169,0.36172736,0.0,0.057480685,0.42695564,0.6170078,0.103921115,0.0,0.0,0.5989926,0.0,0.0,0.21441852,0.0,0.0,0.2310664,0.0,0.24396934,0.0,0.0,0.29943025,0.5617682,0.14713225,0.28930148,0.0,0.0,0.0,0.39098176,0.0,0.15683943,0.3489595,0.55032116,0.49025175,0.0,0.4088738,0.0,0.0,0.27535585,1.0416975,0.30049935,0.35043725,0.10341594,0.0,0.027406842,0.0,1.0363522,0.84893733,0.0,0.4030096,0.18209358,0.0,0.0,0.33451024,0.38254246,0.0,0.0,0.30831784,0.0,0.0,0.09985823,0.120313935,0.0,0.15676315,0.022638544,0.35875872,0.23465471,0.7237332,0.18500234,0.0,0.27654427,0.0,0.24178609,0.0,0.54698384,0.0,0.10052773,0.0,0.0,0.521513,0.0,0.33895716,0.0,0.0,0.0,0.46846563
0.242307,0.3651712,0.0,0.0,0.0,0.7926202,0.9204105,0.0,0.0,0.0,0.11519279,0.0,0.0,0.0,0.0,0.0,0.0,0.43854576,0.0,0.9627536,0.19184344,0.13249594,0.4634503,0.80197537,0.59630734,0.0,0.0,0.31193867,0.0,0.0,0.0,0.6034357,0.0,0.50857276,0.17707704,0.006025161,0.63935214,0.0,0.38916597,0.02192013,0.3769782,0.36678618,0.08653987,0.526794,0.51106834,0.0,0.12812443,0.6373144,0.84980786,0.16876815,0.0,0.0,0.64568657,0.032729417,0.0,0.0,0.0,0.0,0.35054788,0.0,0.48137215,0.0,0.0,0.32973766,0.78399867,0.28645134,0.56136894,0.0,0.0,0.0,0.23588465,0.0,0.25092533,0.43329397,0.5600254,0.5833942,0.0,0.4604118,0.0,0.0,0.42643428,1.2237437,0.3138624,0.5872699,0.0,0.0,0.0,0.0,0.991589,0.9568,0.0,0.4988684,0.06826075,0.0,0.0,0.29902232,0.25023198,0.0,0.0,0.47622296,0.0,0.0,0.05530578,0.12685625,0.0,0.2722133,0.23799372,0.46742633,0.0,0.98960197,0.13777837,0.0,0.28184086,0.0,0.15183847,0.0,0.54156625,0.0,0.055884376,0.0,0.0,0.33325365,0.0,0.50768626,0.0,0.0,0.0018899476,0.72987044
0.0,0.12325774,0.0,0.06588075,0.3239225,0.4286078,0.37589192,0.0,0.0,0.0,0.13647074,0.0,0.0,0.22663108,0.05906816,0.2085215,0.0,0.23054406,0.5897965,0.15839356,0.31228825,0.0,0.014432613,0.0,0.2837074,0.03838855,0.0,0.55510056,0.0,0.0,0.029049467,0.42734838,0.0,0.22166318,0.14450517,0.0,0.2730764,0.0,0.21884578,0.0,0.4886867,0.0,0.6483246,0.4551828,0.14579038,0.0,0.0,0.0,0.30729905,0.6337478,0.0,0.0,0.42775813,0.0,0.0,0.40270126,0.0,0.0,0.3333295,0.0,0.0,0.0,0.015414489,0.46957356,0.13518031,0.3980588,0.4069115,0.0,0.0,0.0,0.31571904,0.0,0.19250375,0.531863,0.49608478,0.6083279,0.0,0.68437636,0.0,0.07854381,0.0,0.18061276,0.028340228,0.20957541,0.28644493,0.0,0.0,0.0,0.42287582,0.47119406,0.1861671,0.15012403,0.03624944,0.0,0.0,0.10650412,0.05958862,0.0,0.0,0.0,0.0,0.0,0.18502313,0.0,0.0,0.0,0.0,0.0,0.67141145,0.49556804,0.0,0.0,0.3667971,0.4174524,0.47808495,0.0,0.4164743,0.0,0.37304598,0.0,0.0,0.66374636,0.31795576,0.4559932,0.014455447,0.0,0.0,0.5666779
0.39629114,0.35024953,0.0,0.0,0.082173906,0.803897,1.005558,0.0,0.0,0.0,0.3049457,0.0,0.0,0.0,0.0,0.0,0.0,0.35265276,0.0,1.0190643,0.3681458,0.0,0.4195754,0.75528824,0.47527385,0.0,0.0,0.3251229,0.0,0.0,0.0,0.500437,0.0,0.7732439,0.34957623,0.0,0.5500201,0.0,0.4081949,0.0,0.61102337,0.16081001,0.16084579,0.52703184,0.49821946,0.0,0.0,0.7061773,0.934943,0.24317855,0.0,0.0,0.63356555,0.07340756,0.0,0.014033337,0.0,0.0,0.37401325,0.0,0.42102933,0.0,0.0,0.289016,0.7475831,0.36748233,0.63156986,0.0,0.0,0.0,0.34966725,0.0,0.41306162,0.54912025,0.5022813,0.45400137,0.0,0.35796428,0.0,0.0,0.47760934,1.1187534,0.35581058,0.6659008,0.08204954,0.0,0.0,0.0,1.233334,1.0492548,0.0,0.41565713,0.07019629,0.0,0.0,0.24197076,0.4521657,0.0,0.0,0.6649412,0.0,0.0,0.0,0.0,0.0,0.23207064,0.3149163,0.42652097,0.12961228,0.951485,0.18771887,0.0,0.28517443,0.0,0.47732234,0.0,0.7317596,0.0,0.0,0.0,0.0,0.5411095,0.0,0.4584383,0.0,0.0,0.0,0.66750795
